Nest_ID,Transect_ID,species,Scientific_name,Season,Habitat_type,Month,Year
id1,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,December,2009
id2,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,December,2009
id3,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id4,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id5,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id6,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id7,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id8,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,December,2009
id9,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id10,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id11,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,December,2009
id12,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,December,2009
id13,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,December,2009
id14,A_4,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Light gap,January,2010
id15,A_4,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Light gap,January,2010
id16,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id17,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id18,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id19,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id20,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id21,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id22,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id23,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id24,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id25,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id26,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id27,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id28,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id29,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id30,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id31,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id32,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id33,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id34,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id35,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id36,A_4,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Young segondary forest,February,2010
id37,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id38,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id39,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id40,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id41,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id200,A_10,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id201,A_10,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id202,A_10,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id203,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id204,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,April,2009
id205,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id206,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id207,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id208,A_2,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id209,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id210,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id211,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id212,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id213,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id214,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id215,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id216,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id217,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id218,A_6,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,March,2010
id219,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,May,2009
id220,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id221,A_9,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id222,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id223,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id224,A_2,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,May,2009
id225,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id226,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id227,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id228,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id229,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id230,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id231,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id232,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id233,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id234,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id235,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id236,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id237,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id238,A_4,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,May,2009
id239,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id240,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id241,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id242,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id243,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id244,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id245,A_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id246,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id247,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id248,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id249,A_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id250,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,June,2009
id251,A_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Light gap,June,2009
id252,A_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Light gap,June,2009
id253,A_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Light gap,June,2009
id254,A_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Light gap,June,2009
id255,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id256,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id257,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,June,2009
id258,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id259,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id260,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id261,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id262,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id263,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id264,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,June,2009
id265,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id266,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id267,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id268,A_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id269,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Light gap,June,2009
id270,A_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id271,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id272,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id273,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id274,A_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2009
id275,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id276,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id277,A_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,June,2009
id278,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,June,2009
id279,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,June,2009
id280,A_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,June,2009
id281,A_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,June,2009
id405,A_2,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id406,A_2,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id407,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id408,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id409,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id410,A_5,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Old secondary forest,August,2009
id411,A_5,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Light gap,August,2009
id412,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Swamp,August,2009
id413,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id414,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id415,A_2,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id416,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id417,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id418,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id419,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id420,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id421,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id422,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id423,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id424,A_9,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id425,A_9,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id426,A_9,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id427,A_9,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Swamp,August,2009
id428,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id429,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id430,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id431,A_10,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,August,2009
id432,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Swamp,July,2009
id433,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Swamp,July,2009
id434,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id435,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id436,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id437,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id438,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id439,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id440,A_8,Gorilla,Gorilla gorilla gorilla,Short-Dry season,Young segondary forest,July,2009
id441,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id442,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id443,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id444,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id445,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id446,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,July,2009
id447,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,July,2009
id448,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,July,2009
id449,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Riparian forest,July,2009
id450,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Riparian forest,July,2009
id451,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Riparian forest,July,2009
id452,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,July,2009
id453,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,July,2009
id454,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id455,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id456,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id457,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Near primary forest,July,2009
id458,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Dry season,Old secondary forest,August,2009
id517,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,September,2009
id518,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,September,2009
id519,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,September,2009
id520,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,September,2009
id521,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id522,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id523,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id524,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id525,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,September,2009
id526,A_7,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Riparian forest,September,2009
id527,A_10,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Riparian forest,September,2009
id528,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id529,A_1,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id530,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,September,2009
id531,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,September,2009
id532,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,September,2009
id533,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,September,2009
id534,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id535,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id536,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id537,A_8,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,September,2009
id538,A_9,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Swamp,September,2009
id539,A_9,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Swamp,September,2009
id540,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Riparian forest,October,2009
id541,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Riparian forest,October,2009
id542,A_3,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Swamp,October,2009
id543,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,October,2009
id544,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,October,2009
id545,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,October,2009
id546,A_10,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,October,2009
id547,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,October,2009
id548,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,October,2009
id549,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,October,2009
id550,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id551,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id552,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id553,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id554,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id555,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id556,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id557,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id558,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id559,A_7,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id560,A_7,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id561,A_7,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,October,2009
id562,A_7,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,October,2009
id563,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,October,2009
id564,A_2,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id565,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id566,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id567,A_3,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id568,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id569,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id570,A_4,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id571,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id572,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id573,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,November,2009
id574,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id575,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Old secondary forest,November,2009
id576,A_10,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Swamp,November,2009
id577,A_10,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Swamp,November,2009
id578,A_10,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Swamp,November,2009
id579,A_10,Gorilla,Gorilla gorilla gorilla,Short-Rainy season,Swamp,November,2009
id580,A_10,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id581,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id582,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id583,A_5,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id584,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id585,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id586,A_6,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id587,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id588,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id589,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id590,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id591,A_9,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id592,A_10,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id593,A_10,Chimpanzee,Pan troglodytes troglodytes,Short-Rainy season,Near primary forest,November,2009
id282,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,April,2009
id283,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,April,2009
id284,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id285,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id286,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2009
id287,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id288,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id289,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id290,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id291,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id292,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id293,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id294,N_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id295,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Light gap,May,2009
id296,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,May,2009
id297,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,May,2009
id298,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,May,2009
id299,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id300,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id301,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,May,2009
id302,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id303,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,May,2009
id304,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,May,2009
id305,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,May,2009
id306,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,May,2009
id307,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,May,2009
id308,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,May,2009
id309,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
id310,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,May,2009
