reference no	sample no	contributor	enterer	created	sample name	country	state	ecozone	land mass	latitude	longitude	altitude value	altitude unit	habitat	altered habitat	protection	disturbance	MAT	CMT	WMT	MAP	life_form	genus	qualifier	species	count	count 2	relative abundance	count per day	mass (g)	comments
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Sturnira		lilium	21		0.029957	0.074468	18.6634000180613	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Phyllostomus		discolor	7		0.009986	0.024823	40.2673453811731	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Chiroderma		doriae	6		0.008559	0.021277	24.349670750175	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Anoura		caudifer	4		0.005706	0.014184	10.5986856167848	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Platyrrhinus		helleri	2		0.002853	0.007092	15.6265120741802	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Chiroderma		villosum	1		0.001427	0.003546	23.3854456735808	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Phyllostomus		hastatus	1		0.001427	0.003546	100.322797374663	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Myotis		nigricans	7		0.009986	0.024823	5.09853866526271	
629	932	John Alroy	John Alroy	2014-05-17 16:25:36	Campo Grande parks	Brazil	Mato Grosso do Sul	Neotropical		-20.450010	-54.616676			tropical/subtropical savanna	urban			23.000			1500.0	bats	Molossops		temminckii	3		0.004280	0.010638	6.22900754362525	
630	933	John Alroy	John Alroy	2014-05-17 19:04:41	Pisgah State Park	United States	New Hampshire	Nearctic		42.833344	-72.433342	285	meters	temperate broadleaf/mixed forest		national/state park		8.55	-4.300	21.400	932.0	bats	Myotis		lucifugus	104		0.654088	3.354839	7.38192455932396	
630	933	John Alroy	John Alroy	2014-05-17 19:04:41	Pisgah State Park	United States	New Hampshire	Nearctic		42.833344	-72.433342	285	meters	temperate broadleaf/mixed forest		national/state park		8.55	-4.300	21.400	932.0	bats	Eptesicus		fuscus	42		0.264151	1.354839	17.1991968695187	
630	933	John Alroy	John Alroy	2014-05-17 19:04:41	Pisgah State Park	United States	New Hampshire	Nearctic		42.833344	-72.433342	285	meters	temperate broadleaf/mixed forest		national/state park		8.55	-4.300	21.400	932.0	bats	Myotis		septentrionalis	12		0.075472	0.387097	6.64661168781079	
630	933	John Alroy	John Alroy	2014-05-17 19:04:41	Pisgah State Park	United States	New Hampshire	Nearctic		42.833344	-72.433342	285	meters	temperate broadleaf/mixed forest		national/state park		8.55	-4.300	21.400	932.0	bats	Lasiurus		borealis	1		0.006289	0.032258	11.505737518208	
631	934	John Alroy	John Alroy	2014-05-17 19:24:15	Rocky Mountain Arsenal National Wildlife Refuge	United States	Colorado	Nearctic		39.833344	-104.841675	1600	meters	temperate savanna		wildlife protected area		11.1	-0.600	22.800	381.0	bats	Eptesicus		fuscus	151		0.857955	0.407008	17.1991968695187	
631	934	John Alroy	John Alroy	2014-05-17 19:24:15	Rocky Mountain Arsenal National Wildlife Refuge	United States	Colorado	Nearctic		39.833344	-104.841675	1600	meters	temperate savanna		wildlife protected area		11.1	-0.600	22.800	381.0	bats	Lasiurus		cinereus	17		0.096591	0.045822	20.6786166566328	
631	934	John Alroy	John Alroy	2014-05-17 19:24:15	Rocky Mountain Arsenal National Wildlife Refuge	United States	Colorado	Nearctic		39.833344	-104.841675	1600	meters	temperate savanna		wildlife protected area		11.1	-0.600	22.800	381.0	bats	Lasionycteris		noctivagans	8		0.045455	0.021563	10.0048612435133	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Carollia		perspicillata	306		0.603550	1.619048	19.6464636781075	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Lonchophylla		dekeyseri	41		0.080868	0.216931	10.5672531363569	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Glossophaga		soricina	32		0.063116	0.169312	10.5288910850252	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Platyrrhinus		lineatus	32		0.063116	0.169312	22.7112792087774	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Desmodus		rotundus	31		0.061144	0.164021	33.5420174862131	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Artibeus		planirostris	20		0.039448	0.105820	54.4272551533166	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Tonatia		bidens	7		0.013807	0.037037	29.6635210929387	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Phyllostomus		discolor	5		0.009862	0.026455	40.2673453811731	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Anoura		caudifer	4		0.007890	0.021164	10.5986856167848	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Artibeus		lituratus	4		0.007890	0.021164	68.4610967423968	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Platyrrhinus		helleri	4		0.007890	0.021164	15.6265120741802	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Anoura		geoffroyi	2		0.003945	0.010582	12.8160617036213	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Trachops		cirrhosus	2		0.003945	0.010582	31.4417757649285	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Artibeus		cinereus	1		0.001972	0.005291	11.1188184253693	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Chrotopterus		auritus	1		0.001972	0.005291	76.5716580250484	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Molossops		temminckii	8		0.015779	0.042328	6.22900754362525	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Pteronotus		parnellii	6		0.011834	0.031746	21.1686618542553	
633	936	John Alroy	John Alroy	2014-05-17 21:57:55	Sonora	Brazil	Mato Grosso do Sul	Neotropical		-17.538898	-54.434177			tropical/subtropical savanna	cropland			22.000			1500.0	bats	Natalus		stramineus	1		0.001972	0.005291	5.25231616441106	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Eptesicus		fuscus	44		0.505747	0.758621	17.1991968695187	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Lasiurus		borealis	17		0.195402	0.293103	11.505737518208	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Myotis		lucifugus	10		0.114943	0.172414	7.38192455932396	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Myotis		sodalis	10		0.114943	0.172414	6.63607750171012	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Myotis		keenii	2		0.022989	0.034483	4.71188913487309	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Lasiurus		cinereus	2		0.022989	0.034483	20.6786166566328	
635	940	John Alroy	John Alroy	2014-05-18 19:19:41	Nolands Fork River	United States	Indiana	Nearctic		39.683342	-85.116676			temperate broadleaf/mixed forest				12.5	0.500	24.500	1101.0	bats	Lasionycteris		noctivagans	2		0.022989	0.034483	10.0048612435133	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Artibeus		planirostris	39		0.080082	0.054167	54.4272551533166	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Carollia		perspicillata	106		0.217659	0.147222	19.6464636781075	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Desmodus		rotundus	15		0.030801	0.020833	33.5420174862131	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Glossophaga		soricina	9		0.018480	0.012500	10.5288910850252	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Lonchophylla		mordax	25		0.051335	0.034722	10	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Lonchophylla		thomasi	3		0.006160	0.004167	7.38657762736888	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Lophostoma		brasiliense	7		0.014374	0.009722	10.2050963584836	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Lophostoma		carrikeri	48		0.098563	0.066667	20.671634519327	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Lophostoma		silvicolum	28		0.057495	0.038889	29.4207454170393	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Mimon		crenulatum	15		0.030801	0.020833	14.4164614904877	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Phyllostomus		discolor	13		0.026694	0.018056	40.2673453811731	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Phyllostomus		hastatus	8		0.016427	0.011111	100.322797374663	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Sturnira		lilium	6		0.012320	0.008333	18.6634000180613	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Thyroptera		devivoi	2		0.004107	0.002778	4.25205877821058	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Tonatia		bidens	9		0.018480	0.012500	29.6635210929387	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Artibeus		cinereus	117		0.240246	0.162500	11.1188184253693	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Artibeus		lituratus	7		0.014374	0.009722	68.4610967423968	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Artibeus		obscurus	10		0.020534	0.013889	39.1714861974975	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Carollia		brevicauda	1		0.002053	0.001389	17.4400982286588	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Micronycteris		microtis	3		0.006160	0.004167	6.01986798463889	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Phylloderma		stenops	1		0.002053	0.001389	48.4000548026211	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Platyrrhinus		lineatus	9		0.018480	0.012500	22.7112792087774	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Trinycteris		nicefori	1		0.002053	0.001389		
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Uroderma		bilobatum	2		0.004107	0.002778	18.0654208695227	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Cynomops		planirostris	1		0.002053	0.001389	10.7564278504042	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Eptesicus		furinalis	1		0.002053	0.001389	9.59632521073645	
639	943	John Alroy	John Alroy	2014-05-20 21:53:45	Barreirinhas	Brazil	Maranhão	Neotropical		-3.000010	-43.100010			tropical/subtropical savanna				27.000			1400.0	bats	Myotis		riparius	1		0.002053	0.001389	5.92243989285148	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Carollia		perspicillata	42		0.128440	0.750000	19.6464636781075	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Glossophaga		soricina	42		0.128440	0.750000	10.5288910850252	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Artibeus		planirostris	85		0.259939	1.517857	54.4272551533166	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Sturnira		lilium	80		0.244648	1.428571	18.6634000180613	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Platyrrhinus		lineatus	31		0.094801	0.553571	22.7112792087774	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Desmodus		rotundus	10		0.030581	0.178571	33.5420174862131	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Anoura		caudifer	5		0.015291	0.089286	10.5986856167848	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Chrotopterus		auritus	2		0.006116	0.035714	76.5716580250484	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Artibeus		lituratus	22		0.067278	0.392857	68.4610967423968	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Artibeus		obscurus	4		0.012232	0.071429	39.1714861974975	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Chiroderma		doriae	2		0.006116	0.035714	24.349670750175	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Micronycteris		megalotis	1		0.003058	0.017857	6.39910434376483	
641	944	John Alroy	John Alroy	2014-05-21 10:46:06	Campo Verde	Brazil	Mato Grosso do Sul	Neotropical	continent	-21.413343	-56.775566			tropical/subtropical savanna		national/state park		21.000			1500.0	bats	Pygoderma		bilabiatum	1		0.003058	0.017857	20.7414311400459	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Anoura		caudifer	5		0.024038	0.021552	10.5986856167848	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Anoura		geoffroyi	7		0.033654	0.030172	12.8160617036213	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Artibeus		obscurus	15		0.072115	0.064655	39.1714861974975	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Artibeus		planirostris	32		0.153846	0.137931	54.4272551533166	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Carollia		perspicillata	1		0.004808	0.004310	19.6464636781075	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Chiroderma		villosum	4		0.019231	0.017241	23.3854456735808	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Desmodus		rotundus	45		0.216346	0.193966	33.5420174862131	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Diphylla		ecaudata	3		0.014423	0.012931	30.7307162585279	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Glossophaga		soricina	5		0.024038	0.021552	10.5288910850252	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Micronycteris		megalotis	1		0.004808	0.004310	6.39910434376483	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Phyllostomus		hastatus	2		0.009615	0.008621	100.322797374663	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Platyrrhinus		lineatus	76		0.365385	0.327586	22.7112792087774	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Sturnira		lilium	3		0.014423	0.012931	18.6634000180613	
642	945	John Alroy	John Alroy	2014-05-23 19:51:31	Fazenda Cauaia	Brazil	Minas Gerais	Neotropical	continent	-19.466677	-44.000011	650	meters	tropical/subtropical dry broadleaf forest				21.45	18.500	24.400	1504.0	bats	Vampyressa		pusilla	9		0.043269	0.038793	9.01826649396946	
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Micronycteris		megalotis	1		0.003663	0.004167	6.39910434376483	
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Carollia		perspicillata	59		0.216117	0.245833	19.6464636781075	
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Artibeus		fimbriatus	19		0.069597	0.079167	62.3462556589449	
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Artibeus		planirostris	5		0.018315	0.020833	54.4272551533166	"A. jamaicensis"
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Artibeus		lituratus	177		0.648352	0.737500	68.4610967423968	
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Chiroderma		villosum	1		0.003663	0.004167	23.3854456735808	
643	946	John Alroy	John Alroy	2014-05-23 21:07:05	Parque Estadual Vila Rica do Espírito Santo	Brazil	Paraná	Neotropical		-23.916677	-51.950008	330	meters	tropical/subtropical dry broadleaf forest		national/state park		20.15	15.900	24.400	1450.0	bats	Sturnira		lilium	5		0.018315	0.020833	18.6634000180613	
